customer_id,offer_id,offer_received,offer_viewed,offer_completed,transaction,time,spent,offer_duration
37,0,0,0,0,9,4512,167.67000000000002,0
37,5,1,1,1,0,1668,5.0,720
37,7,1,1,1,0,1068,2.0,720
37,8,1,0,0,0,408,0.0,72
38,0,0,0,0,21,7914,73.38000000000001,0
38,6,1,1,1,0,156,3.0,504
38,7,1,1,1,0,1314,2.0,720
38,8,1,1,0,0,684,0.0,144
40,0,0,0,0,10,3234,155.53,0
40,6,1,1,1,0,1074,3.0,504
40,9,1,1,1,0,132,5.0,360
40,10,2,1,2,0,1650,4.0,840
41,0,0,0,0,10,1188,29.889999999999997,0
41,1,1,1,0,0,0,0.0,336
41,5,1,0,0,0,408,0.0,240
42,0,0,0,0,8,3456,61.25,0
42,2,2,2,1,0,2502,10.0,600
42,3,1,1,0,0,1026,0.0,192
42,4,1,1,1,0,96,5.0,504
42,6,1,1,1,0,1164,3.0,504
43,0,0,0,0,8,3120,234.42999999999995,0
43,2,1,1,1,0,1062,10.0,360
43,4,1,1,1,0,1770,5.0,504
43,6,1,1,1,0,1590,3.0,504
43,9,1,1,0,0,822,0.0,240
43,10,1,0,1,0,168,2.0,336
46,0,0,0,0,12,5526,32.72,0
46,1,2,2,0,0,1542,0.0,672
46,4,1,0,0,0,408,0.0,168
46,5,1,0,1,0,1194,5.0,480
46,6,1,1,0,0,672,0.0,336
47,0,0,0,0,9,4470,249.4,0
47,2,1,1,1,0,1014,10.0,360
47,3,1,1,0,0,876,0.0,192
47,4,1,0,0,0,0,0.0,168
47,7,1,1,1,0,1740,2.0,720
47,8,1,1,0,0,456,0.0,144
47,9,1,1,1,0,1548,5.0,360
48,0,0,0,0,14,3474,51.91000000000001,0
48,2,1,1,0,0,690,0.0,240
48,3,1,0,0,0,504,0.0,96
48,5,1,0,0,0,576,0.0,240
48,8,1,1,0,0,0,0.0,144
48,9,1,1,1,0,600,5.0,360
49,0,0,0,0,18,8292,62.51,0
49,1,1,1,0,0,1188,0.0,336
49,4,1,0,1,0,420,5.0,336
49,6,1,1,1,0,1134,3.0,504
49,10,1,0,1,0,1128,2.0,336
50,0,0,0,0,15,5658,152.0,0
50,1,1,1,1,0,1650,10.0,504
50,4,1,1,0,0,18,0.0,336
50,10,2,0,1,0,1536,2.0,504
51,0,0,0,0,5,2328,56.08,0
51,1,1,1,0,0,816,0.0,336
51,2,1,1,0,0,6,0.0,240
51,4,1,1,1,0,1758,5.0,504
51,8,1,1,0,0,672,0.0,144
52,0,0,0,0,7,2580,87.10999999999999,0
52,5,2,0,2,0,1800,10.0,960
52,6,1,1,1,0,1650,3.0,504
53,0,0,0,0,13,5706,150.23000000000002,0
53,4,2,1,1,0,1194,5.0,672
53,6,1,1,1,0,1278,3.0,504
53,8,1,1,0,0,672,0.0,144
53,10,1,0,1,0,1068,2.0,336
55,0,0,0,0,12,3240,320.48,0
55,2,1,1,1,0,1560,10.0,360
55,5,1,1,1,0,1344,5.0,720
55,6,1,1,1,0,1032,3.0,504
55,10,1,1,1,0,0,2.0,504
58,0,0,0,0,8,2400,225.54999999999998,0
58,1,1,1,1,0,276,10.0,504
58,2,1,1,1,0,1320,10.0,360
58,5,1,1,1,0,558,5.0,720
58,7,1,1,1,0,1614,2.0,720
58,9,1,1,1,0,1758,5.0,360
59,0,0,0,0,6,2496,17.0,0
59,1,1,1,0,0,834,0.0,336
59,3,1,0,0,0,336,0.0,96
59,5,1,0,0,0,168,0.0,240
59,7,1,1,0,0,1074,0.0,480
60,0,0,0,0,12,4062,38.169999999999995,0
60,5,1,0,1,0,522,5.0,480
60,7,1,1,0,0,1170,0.0,480
60,8,1,1,0,0,678,0.0,144
60,10,1,0,0,0,408,0.0,168
61,0,0,0,0,18,7170,150.23,0
61,6,2,2,2,0,2826,6.0,1008
61,7,1,1,1,0,1788,2.0,720
61,9,1,1,1,0,60,5.0,360
62,0,0,0,0,9,2718,121.61999999999999,0
62,1,1,1,1,0,1692,10.0,504
62,7,1,1,1,0,612,2.0,720
62,10,1,1,1,0,36,2.0,504
63,0,0,0,0,7,2442,118.85000000000001,0
63,5,1,0,1,0,726,5.0,480
63,6,1,1,1,0,684,3.0,504
63,8,1,1,0,0,876,0.0,144
64,0,0,0,0,6,2358,22.65,0
64,2,2,2,0,0,1026,0.0,480
64,3,1,0,0,0,0,0.0,96
64,5,1,0,0,0,576,0.0,240
64,6,1,1,1,0,1614,3.0,504
65,0,0,0,0,8,2526,177.18,0
65,2,1,1,1,0,1260,10.0,360
65,6,1,1,1,0,1848,3.0,504
65,9,2,2,2,0,696,10.0,720
65,10,1,1,1,0,1704,2.0,504
66,0,0,0,0,11,4530,135.54000000000002,0
66,4,1,1,1,0,1548,5.0,504
66,8,1,1,0,0,6,0.0,144
66,10,1,1,1,0,1242,2.0,504
67,0,0,0,0,12,4224,200.77999999999997,0
67,6,2,2,2,0,588,6.0,1008
67,7,1,1,1,0,1032,2.0,720
67,8,1,1,0,0,1020,0.0,144
67,9,1,1,1,0,1242,5.0,360
68,0,0,0,0,11,4878,23.810000000000002,0
68,2,1,1,0,0,1026,0.0,240
68,5,1,0,0,0,168,0.0,240
68,8,2,2,0,0,1590,0.0,288
68,9,1,1,0,0,1212,0.0,240
69,0,0,0,0,8,3372,110.92,0
69,1,1,0,0,0,0,0.0,168
69,8,1,1,0,0,1038,0.0,144
69,10,1,1,1,0,1152,2.0,504
70,0,0,0,0,1,492,27.24,0
70,1,1,0,1,0,900,10.0,336
70,4,1,0,0,0,504,0.0,168
70,5,1,0,1,0,828,5.0,480
71,0,0,0,0,9,3540,167.88,0
71,1,1,1,1,0,630,10.0,504
71,2,1,1,1,0,1764,10.0,360
71,6,1,1,1,0,36,3.0,504
71,8,1,1,0,0,846,0.0,144
71,10,2,0,2,0,1854,4.0,672
72,0,0,0,0,10,4806,303.20000000000005,0
72,1,1,1,1,0,1032,10.0,504
72,2,2,2,2,0,2082,20.0,720
72,4,1,1,1,0,750,5.0,504
72,7,1,0,1,0,1014,2.0,480
73,0,0,0,0,8,3174,20.18,0
73,5,1,0,0,0,408,0.0,240
73,7,1,1,1,0,1830,2.0,720
73,9,2,2,0,0,342,0.0,480
73,10,1,0,0,0,336,0.0,168
74,0,0,0,0,2,1230,67.25,0
74,3,1,1,0,0,1086,0.0,192
74,6,1,1,1,0,1368,3.0,504
74,7,2,2,1,0,1608,2.0,1200
74,10,1,1,0,0,120,0.0,336
75,0,0,0,0,8,2976,155.73000000000002,0
75,8,1,1,0,0,690,0.0,144
75,9,1,1,0,0,348,0.0,240
75,10,1,1,1,0,1536,2.0,504
76,0,0,0,0,15,5874,290.41999999999996,0
76,5,1,1,1,0,1116,5.0,720
76,7,2,2,2,0,1794,4.0,1440
76,9,1,1,1,0,30,5.0,360
77,0,0,0,0,5,2484,17.130000000000003,0
77,3,2,0,0,0,912,0.0,192
77,6,2,2,0,0,402,0.0,672
77,7,1,1,0,0,672,0.0,480
78,0,0,0,0,4,2028,11.95,0
78,1,1,1,0,0,840,0.0,336
78,8,1,1,0,0,732,0.0,144
79,0,0,0,0,2,390,45.400000000000006,0
79,1,2,1,1,0,600,10.0,672
79,3,1,1,0,0,1272,0.0,192
79,5,1,0,1,0,678,5.0,480
79,6,2,2,0,0,1236,0.0,672
81,0,0,0,0,20,6894,75.96000000000001,0
81,1,1,0,0,0,504,0.0,168
81,5,2,1,0,0,1338,0.0,720
81,7,2,2,2,0,1560,4.0,1440
81,9,1,1,1,0,1032,5.0,360
82,0,0,0,0,12,5250,29.560000000000002,0
82,5,1,0,0,0,504,0.0,240
82,7,1,1,1,0,1422,2.0,720
82,8,2,2,0,0,702,0.0,288
82,9,1,1,0,0,1158,0.0,240
83,0,0,0,0,5,1764,8.17,0
83,3,1,0,0,0,576,0.0,96
83,8,1,1,0,0,1008,0.0,144
83,9,2,2,0,0,672,0.0,480
85,0,0,0,0,4,1536,109.16000000000001,0
85,1,1,1,1,0,1272,10.0,504
85,6,1,1,1,0,576,3.0,504
85,8,1,1,0,0,96,0.0,144
85,9,1,1,1,0,1056,5.0,360
85,10,1,1,0,0,1164,0.0,336
86,0,0,0,0,10,4590,298.3,0
86,3,1,0,0,0,0,0.0,96
86,6,1,1,1,0,1794,3.0,504
86,7,3,3,3,0,3930,6.0,2160
87,0,0,0,0,7,3036,136.94,0
87,3,1,1,0,0,1074,0.0,192
87,5,1,0,1,0,732,5.0,480
87,6,1,1,1,0,1308,3.0,504
88,0,0,0,0,10,3978,126.93999999999998,0
88,2,3,3,3,0,3162,30.0,1080
88,3,2,2,0,0,1704,0.0,384
88,8,1,1,0,0,336,0.0,144
89,0,0,0,0,18,5832,57.03,0
89,1,3,3,0,0,2250,0.0,1008
89,2,1,0,0,0,336,0.0,120
89,7,2,2,2,0,1980,4.0,1440
90,6,1,1,0,0,1092,0.0,336
90,9,2,2,0,0,840,0.0,480
91,0,0,0,0,10,3156,184.78000000000003,0
91,1,1,1,1,0,1074,10.0,504
91,4,1,1,1,0,1572,5.0,504
91,6,1,1,1,0,126,3.0,504
91,8,2,2,0,0,2010,0.0,288
92,4,1,1,0,0,342,0.0,336
92,5,1,0,0,0,408,0.0,240
92,6,1,1,0,0,1020,0.0,336
93,0,0,0,0,9,4374,140.34,0
93,2,1,1,1,0,1518,10.0,360
93,5,1,1,1,0,1896,5.0,720
93,6,1,1,1,0,600,3.0,504
93,7,1,1,1,0,1098,2.0,720
94,0,0,0,0,9,4158,248.62999999999997,0
94,5,1,0,1,0,1008,5.0,480
94,6,2,2,2,0,2976,6.0,1008
94,10,1,1,1,0,594,2.0,504
95,0,0,0,0,9,3336,23.43,0
95,2,1,1,0,0,840,0.0,240
95,5,1,0,0,0,336,0.0,240
95,7,1,1,1,0,348,2.0,720
95,8,2,2,0,0,2166,0.0,288
97,0,0,0,0,12,2976,297.29,0
97,6,2,2,2,0,600,6.0,1008
97,8,1,1,0,0,1200,0.0,144
97,9,1,1,1,0,1026,5.0,360
97,10,1,1,1,0,1356,2.0,504
98,0,0,0,0,3,702,80.03,0
98,1,2,1,1,0,642,10.0,672
98,5,1,0,0,0,504,0.0,240
98,8,1,0,0,0,336,0.0,72
99,0,0,0,0,2,858,34.04,0
99,1,1,0,0,0,336,0.0,168
99,3,1,0,0,0,408,0.0,96
99,5,2,0,0,0,576,0.0,480
99,10,1,0,1,0,1080,2.0,336
100,0,0,0,0,12,4614,44.13999999999999,0
100,3,1,0,0,0,408,0.0,96
100,4,1,1,0,0,336,0.0,336
100,9,1,1,1,0,1632,5.0,360
101,0,0,0,0,6,2346,11.51,0
101,1,1,1,0,0,378,0.0,336
101,2,1,1,0,0,66,0.0,240
101,3,1,0,0,0,576,0.0,96
101,5,1,0,0,0,336,0.0,240
101,7,1,1,0,0,828,0.0,480
102,0,0,0,0,18,7764,200.93,0
102,2,1,1,1,0,1752,10.0,360
102,3,1,1,0,0,696,0.0,192
102,6,2,2,2,0,1326,6.0,1008
102,9,1,1,1,0,1572,5.0,360
102,10,1,0,1,0,420,2.0,336
105,0,0,0,0,11,4062,202.75,0
105,3,1,0,0,0,408,0.0,96
105,4,1,1,1,0,1026,5.0,504
105,5,1,0,0,0,504,0.0,240
105,7,2,2,2,0,840,4.0,1440
106,0,0,0,0,10,2136,163.53000000000003,0
106,1,1,1,1,0,60,10.0,504
106,3,2,1,0,0,1092,0.0,288
106,4,1,1,1,0,1830,5.0,504
106,6,1,1,1,0,1518,3.0,504
107,0,0,0,0,12,5010,201.92000000000002,0
107,1,2,1,2,0,366,20.0,840
107,2,1,1,1,0,1272,10.0,360
107,6,1,1,1,0,1770,3.0,504
107,7,1,1,1,0,1560,2.0,720
107,9,1,1,1,0,1104,5.0,360
109,0,0,0,0,13,4578,224.76,0
109,3,1,1,0,0,336,0.0,192
109,5,1,1,1,0,1746,5.0,720
109,7,2,2,2,0,1068,4.0,1440
109,9,1,1,1,0,1242,5.0,360
110,0,0,0,0,6,2106,117.91999999999999,0
110,1,1,0,1,0,384,10.0,336
110,2,2,2,2,0,1770,20.0,720
110,10,2,1,2,0,2172,4.0,840
111,0,0,0,0,5,1476,30.729999999999997,0
111,1,1,1,0,0,78,0.0,336
111,2,1,1,0,0,900,0.0,240
111,3,1,0,0,0,576,0.0,96
111,4,1,0,1,0,732,5.0,336
112,0,0,0,0,12,4410,705.5,0
112,2,1,1,1,0,1728,10.0,360
112,8,1,1,0,0,672,0.0,144
112,9,1,1,1,0,24,5.0,360
112,10,1,1,1,0,1344,2.0,504
113,0,0,0,0,16,5658,163.70999999999998,0
113,2,2,1,2,0,2478,20.0,600
113,4,2,0,1,0,1086,5.0,504
113,7,1,1,1,0,510,2.0,720
113,10,1,0,1,0,882,2.0,336
114,0,0,0,0,8,2628,184.82,0
114,1,1,1,1,0,588,10.0,504
114,2,1,1,1,0,48,10.0,360
114,3,1,0,0,0,408,0.0,96
114,7,1,1,1,0,1236,2.0,720
114,9,2,2,2,0,3360,10.0,720
115,0,0,0,0,3,1254,6.86,0
115,4,1,1,0,0,420,0.0,336
115,6,2,0,0,0,1080,0.0,336
116,0,0,0,0,22,7110,275.61,0
116,1,1,0,0,0,336,0.0,168
116,2,1,1,1,0,1752,10.0,360
116,6,2,2,2,0,642,6.0,1008
116,7,1,1,1,0,1566,2.0,720
116,10,1,0,1,0,876,2.0,336
117,0,0,0,0,5,1308,138.84,0
117,1,1,1,0,0,1182,0.0,336
117,6,2,2,2,0,1698,6.0,1008
117,9,1,1,1,0,1284,5.0,360
117,10,1,1,1,0,24,2.0,504
118,0,0,0,0,4,1554,112.04,0
118,10,3,1,3,0,2124,6.0,1176
119,0,0,0,0,10,4836,34.22,0
119,2,1,1,0,0,1158,0.0,240
119,3,2,2,0,0,654,0.0,384
119,7,1,0,1,0,1158,2.0,480
120,0,0,0,0,7,3192,40.94,0
120,4,1,0,1,0,804,5.0,336
120,6,2,2,1,0,2466,3.0,840
120,8,2,2,0,0,348,0.0,288
123,0,0,0,0,7,1956,51.37000000000001,0
123,1,1,1,0,0,816,0.0,336
123,2,1,1,0,0,1170,0.0,240
123,4,1,1,1,0,1638,5.0,504
123,7,1,1,1,0,1056,2.0,720
123,9,1,1,1,0,72,5.0,360
124,0,0,0,0,12,3666,30.14,0
124,3,1,1,0,0,12,0.0,192
124,5,1,0,0,0,576,0.0,240
124,9,2,2,0,0,1488,0.0,480
125,0,0,0,0,4,1512,50.349999999999994,0
125,1,1,1,1,0,1056,10.0,504
125,2,1,1,0,0,6,0.0,240
125,8,1,1,0,0,348,0.0,144
125,10,1,1,1,0,1320,2.0,504
126,0,0,0,0,5,744,16.77,0
126,1,1,1,0,0,822,0.0,336
126,6,1,1,0,0,1158,0.0,336
126,8,1,1,0,0,24,0.0,144
126,9,2,2,0,0,1722,0.0,480
127,0,0,0,0,4,1902,13.799999999999999,0
127,1,1,1,0,0,678,0.0,336
127,4,1,0,0,0,504,0.0,168
127,6,1,1,0,0,18,0.0,336
127,8,1,1,0,0,1164,0.0,144
127,10,1,0,0,0,168,0.0,168
129,0,0,0,0,12,5124,30.479999999999997,0
129,1,1,1,0,0,342,0.0,336
129,6,2,2,1,0,1668,3.0,840
129,7,1,1,0,0,762,0.0,480
129,8,1,1,0,0,1236,0.0,144
130,0,0,0,0,1,330,2.03,0
130,4,1,1,0,0,390,0.0,336
130,5,1,0,0,0,504,0.0,240
130,6,1,1,0,0,708,0.0,336
130,9,1,1,0,0,816,0.0,240
131,0,0,0,0,7,2874,124.82000000000001,0
131,1,1,1,1,0,1308,10.0,504
131,7,1,1,1,0,1818,2.0,720
131,8,1,1,0,0,1032,0.0,144
131,10,1,1,1,0,618,2.0,504
132,0,0,0,0,2,696,24.93,0
132,2,1,1,0,0,336,0.0,240
132,3,1,1,0,0,1032,0.0,192
132,4,1,1,1,0,1782,5.0,504
132,5,1,1,0,0,732,0.0,480
132,6,1,1,1,0,150,3.0,504
133,0,0,0,0,18,5208,317.03000000000003,0
133,1,2,2,2,0,528,20.0,1008
133,3,1,0,0,0,576,0.0,96
133,9,1,1,1,0,1086,5.0,360
134,0,0,0,0,8,1944,195.35000000000002,0
134,1,1,1,1,0,1680,10.0,504
134,3,1,1,0,0,366,0.0,192
134,6,1,1,1,0,1116,3.0,504
134,7,1,1,1,0,1284,2.0,720
134,8,1,1,0,0,66,0.0,144
135,0,0,0,0,19,6966,272.23,0
135,1,2,2,2,0,3312,20.0,1008
135,3,3,1,0,0,582,0.0,384
136,0,0,0,0,5,1446,16.459999999999997,0
136,2,1,1,0,0,342,0.0,240
136,5,1,0,0,0,336,0.0,240
136,8,1,1,0,0,1176,0.0,144
136,9,1,1,0,0,828,0.0,240
137,0,0,0,0,5,1872,9.8,0
137,3,1,0,0,0,0,0.0,96
137,5,1,0,0,0,576,0.0,240
137,9,2,2,0,0,1860,0.0,480
138,0,0,0,0,9,4248,156.54,0
138,2,2,2,2,0,3288,20.0,720
138,4,1,0,1,0,870,5.0,336
138,9,1,1,1,0,588,5.0,360
139,0,0,0,0,3,990,60.25,0
139,2,1,1,0,0,438,0.0,240
139,5,1,0,1,0,132,5.0,480
139,8,2,1,0,0,1698,0.0,216
140,0,0,0,0,6,2274,30.9,0
140,1,1,1,0,0,18,0.0,336
140,4,1,0,1,0,810,5.0,336
140,6,1,1,1,0,1302,3.0,504
140,8,1,1,0,0,342,0.0,144
140,10,1,0,0,0,504,0.0,168
141,0,0,0,0,2,1176,53.21,0
141,4,1,1,1,0,1866,5.0,504
141,5,1,1,0,0,24,0.0,480
141,9,2,2,1,0,1662,5.0,600
142,0,0,0,0,4,1452,55.13,0
142,1,1,1,0,0,1188,0.0,336
142,7,1,1,1,0,1194,2.0,720
144,0,0,0,0,5,2298,114.70000000000002,0
144,5,1,1,1,0,1884,5.0,720
144,6,1,1,1,0,1008,3.0,504
144,7,1,1,1,0,1572,2.0,720
144,9,1,1,0,0,336,0.0,240
144,10,1,1,1,0,1380,2.0,504
145,0,0,0,0,7,2820,193.10000000000002,0
145,6,1,1,1,0,1254,3.0,504
145,7,1,1,1,0,1812,2.0,720
145,8,1,1,0,0,678,0.0,144
145,9,1,1,1,0,1602,5.0,360
145,10,2,1,1,0,504,2.0,672
146,0,0,0,0,5,1140,74.17,0
146,1,1,1,1,0,36,10.0,504
146,3,1,1,0,0,882,0.0,192
146,10,1,1,1,0,636,2.0,504
147,0,0,0,0,1,546,0.87,0
147,4,1,0,0,0,168,0.0,168
147,5,1,0,0,0,504,0.0,240
147,6,1,1,0,0,1200,0.0,336
147,9,1,1,0,0,36,0.0,240
148,0,0,0,0,4,1890,127.28,0
148,4,1,1,1,0,708,5.0,504
148,6,1,1,0,0,678,0.0,336
148,7,1,1,1,0,1830,2.0,720
148,8,1,1,0,0,870,0.0,144
149,0,0,0,0,6,2508,24.0,0
149,3,2,0,0,0,984,0.0,192
149,6,2,1,2,0,1416,6.0,840
149,7,1,1,1,0,1656,2.0,720
150,0,0,0,0,8,3486,19.78,0
150,5,2,0,0,0,576,0.0,480
150,7,1,1,1,0,762,2.0,720
150,10,1,0,0,0,408,0.0,168
151,0,0,0,0,11,3942,562.7699999999999,0
151,3,3,3,0,0,2574,0.0,576
151,7,1,1,1,0,6,2.0,720
151,8,1,1,0,0,828,0.0,144
152,0,0,0,0,6,2622,38.260000000000005,0
152,3,1,0,0,0,408,0.0,96
152,9,1,1,1,0,1620,5.0,360
152,10,1,1,0,0,1206,0.0,336
153,0,0,0,0,2,516,17.19,0
153,1,1,1,0,0,1164,0.0,336
153,5,1,1,0,0,852,0.0,480
153,6,1,1,0,0,342,0.0,336
153,7,1,1,0,0,1014,0.0,480
153,8,1,1,0,0,0,0.0,144
154,0,0,0,0,3,672,53.74000000000001,0
154,2,1,1,1,0,84,10.0,360
154,3,1,1,0,0,702,0.0,192
154,8,1,1,0,0,1014,0.0,144
155,0,0,0,0,5,1710,8.14,0
155,2,1,1,0,0,822,0.0,240
155,4,1,0,0,0,0,0.0,168
155,5,1,0,0,0,336,0.0,240
155,7,1,1,0,0,1032,0.0,480
155,9,1,1,0,0,1176,0.0,240
155,10,1,0,0,0,168,0.0,168
156,0,0,0,0,10,4446,30.47,0
156,4,1,1,0,0,24,0.0,336
156,5,1,0,0,0,168,0.0,240
156,6,2,2,2,0,2820,6.0,1008
156,10,1,0,0,0,576,0.0,168
157,0,0,0,0,7,2448,71.19,0
157,4,1,0,1,0,1068,5.0,336
157,9,1,1,1,0,1134,5.0,360
158,0,0,0,0,3,774,33.07,0
158,2,1,1,0,0,1008,0.0,240
158,3,1,1,0,0,30,0.0,192
158,6,1,1,1,0,558,3.0,504
158,8,1,1,0,0,1182,0.0,144
158,10,1,1,0,0,684,0.0,336
159,0,0,0,0,3,1326,5.4,0
159,5,3,0,0,0,576,0.0,720
159,6,1,1,0,0,1074,0.0,336
159,8,1,1,0,0,672,0.0,144
160,0,0,0,0,9,2532,150.94,0
160,1,2,2,2,0,1146,20.0,1008
160,4,1,0,1,0,1182,5.0,336
161,0,0,0,0,5,2034,106.91,0
161,1,1,1,1,0,606,10.0,504
161,2,1,1,0,0,12,0.0,240
161,6,1,1,1,0,1572,3.0,504
161,7,2,2,2,0,3060,4.0,1440
161,10,1,0,1,0,762,2.0,336
162,0,0,0,0,2,1278,33.46,0
162,2,1,1,1,0,1584,10.0,360
162,3,1,0,0,0,0,0.0,96
162,4,1,0,1,0,972,5.0,336
162,7,1,1,0,0,414,0.0,480
162,9,1,1,0,0,1152,0.0,240
163,0,0,0,0,2,426,25.9,0
163,4,1,1,1,0,36,5.0,504
163,5,1,1,0,0,342,0.0,480
163,8,1,1,0,0,696,0.0,144
163,10,1,1,0,0,828,0.0,336
164,0,0,0,0,6,1728,19.799999999999997,0
164,1,1,1,0,0,1152,0.0,336
164,2,1,1,0,0,12,0.0,240
164,7,1,1,0,0,678,0.0,480
164,8,1,1,0,0,816,0.0,144
164,9,1,1,0,0,1050,0.0,240
165,0,0,0,0,11,5298,118.41,0
165,2,1,1,1,0,1074,10.0,360
165,5,1,0,0,0,408,0.0,240
165,7,1,1,1,0,1692,2.0,720
165,10,1,0,1,0,1218,2.0,336
166,0,0,0,0,26,8286,105.57999999999998,0
166,1,1,1,0,0,12,0.0,336
166,4,1,0,1,0,816,5.0,336
166,7,1,1,1,0,1086,2.0,720
166,9,2,2,1,0,1902,5.0,600
167,0,0,0,0,5,2604,22.18,0
167,5,1,0,0,0,408,0.0,240
167,6,1,1,1,0,1164,3.0,504
167,7,1,1,0,0,1176,0.0,480
168,0,0,0,0,8,3114,180.0,0
168,3,1,1,0,0,36,0.0,192
168,4,1,0,1,0,426,5.0,336
168,5,1,0,1,0,1026,5.0,480
168,6,1,1,1,0,1818,3.0,504
168,8,1,1,0,0,684,0.0,144
170,0,0,0,0,8,3006,177.09,0
